,x,y,z,Axon_to_Soma Length,Mylin_Metric,Axon_Radius
0,308309.25,264298.0,23265.95,442.6406,96.47177419354838,599.3491049390462
1,307934.5,264255.5,23264.95,441.13147,76.34556050737059,635.839939341523
2,307557.5,264240.75,23263.475,439.62115,69.01802361715352,617.378951499538
3,307185.25,264190.25,23261.05,438.1154,62.02694034637588,654.5132157563049
4,306814.0,264129.5,23258.075,436.60596,62.96296296296296,696.277346445087
5,306440.0,264088.0,23255.0,435.09573,71.70731707317073,838.1051978853279
6,306354.75,264083.75,23253.45,434.74872,82.6115061409179,896.5320487540365
7,305983.75,264065.75,23246.65,433.23828,83.0012853470437,938.5121956981199
8,305618.75,264024.25,23238.025,431.72894,93.87953367875647,931.0846525333237
9,305258.75,263957.25,23229.1,430.2213,93.83473208521626,1034.4088562764396
10,304902.0,263880.0,23219.85,428.7151,100.0,1078.2474831114052
11,304541.0,263880.0,23208.825,427.20526,98.0,1083.7617255882383
12,304176.0,263880.0,23199.275,425.6961,97.05788295490886,1007.5891519462584
13,303809.75,263880.0,23190.1,424.18585,100.0,1113.8731875514015
14,303446.75,263880.0,23179.8,422.6765,98.4375,1282.6275676851537
15,303076.75,263880.0,23172.4,421.16724,93.85052034058657,1090.5937805861674
16,302711.25,263880.0,23163.275,419.66034,100.0,1091.6708165403054
17,302357.0,263878.5,23150.475,418.1537,96.35352286773795,1082.1839514770904
18,302006.5,263851.5,23136.775,416.64453,97.50532400365076,1124.9593846489724
19,301654.5,263788.25,23125.05,415.13904,89.6873992910087,1089.412046231588
20,301301.0,263709.75,23114.475,413.63007,86.45061728395062,1197.022302403446
21,300939.75,263657.25,23104.825,412.11975,96.20094191522763,1117.7285267567274
22,300588.75,263566.0,23094.7,410.6136,86.941472624292,1077.9157036382016
23,300237.5,263473.0,23084.85,409.10773,91.27058092575334,1111.7688307247927
24,299873.25,263422.0,23076.35,407.59772,92.99710889816896,981.9605192813733
25,299540.5,263314.75,23068.15,406.16135,96.26582278481013,962.6989866877211
26,299173.0,263286.5,23060.425,404.65497,92.99548095545514,1143.759679297371
27,298799.25,263288.0,23055.075,403.1447,95.21640091116174,1071.952462787296
28,298428.5,263278.25,23048.075,401.635,99.67648010352636,1122.005563767239
29,298056.75,263243.0,23043.5,400.1302,99.09002274943126,1024.5138477687062
30,297682.75,263207.5,23040.55,398.62283,97.60827407886231,953.4476940091675
31,297308.5,263183.25,23036.275,397.11298,98.3875968992248,1066.759756124813
32,296942.75,263127.25,23029.325,395.60706,100.0,1106.2575220763922
33,296582.0,263055.0,23020.875,394.09708,91.53455928979074,1183.6208769994355
34,296223.0,262979.5,23011.95,392.58685,79.96794871794873,1260.1390418075027
35,295858.0,262912.5,23005.1,391.0774,75.59885020760142,1238.8775630539044
36,295493.0,262874.0,22996.5,389.56952,91.02079395085066,1124.7546373391542
37,295127.0,262835.25,22989.125,388.06808,78.0701754385965,1324.367603276491
38,294762.0,262753.0,22984.15,386.5583,68.3752417794971,1263.0871167584887
39,294391.75,262725.0,22978.0,385.05286,81.48861084376003,1037.0786828176454
40,294020.25,262714.0,22971.425,383.5431,83.07931570762052,1206.210745562406
41,293648.75,262704.25,22964.825,382.03333,89.85833869929169,1084.5335733327897
42,293275.75,262716.0,22959.0,380.52252,82.61706221937139,1006.7361721199558
43,292903.75,262720.0,22952.675,379.01306,84.89501723597618,1253.9889366227533
44,292531.25,262710.5,22946.95,377.5051,77.77777777777779,1076.047562241088
45,292157.0,262677.25,22943.35,375.99533,85.19118600129617,1312.4491394754423
46,291781.75,262660.75,22939.65,374.4856,74.08082649650562,1258.747320003151
47,291407.75,262648.25,22934.75,372.976,73.18632150846915,1317.774268488938
48,291034.5,262632.5,22929.7,371.46808,68.88888888888889,1232.3085501187595
49,290659.5,262592.5,22928.175,369.95834,63.966218329684075,1185.9232595113047
50,290298.25,262536.5,22919.225,368.45288,75.02420135527589,1034.7184462779298
51,289936.0,262488.0,22909.85,366.94363,92.59597806215723,997.3636065116283
52,289571.75,262452.25,22900.9,365.4365,90.8690176322418,1040.609874912204
53,289234.5,262374.25,22885.825,363.92627,97.21371708511941,1094.471811923598
54,288897.0,262332.75,22869.85,362.4235,85.9514294497387,1178.0109967834694
55,288551.5,262272.5,22855.9,360.91376,90.3765690376569,1090.0311158408742
56,288234.0,262202.75,22836.925,359.40814,96.7601738443303,1118.628333502054
57,287947.25,262181.0,22812.95,357.91052,88.2779198635976,1086.980098955776
58,287672.75,262185.5,22787.05,356.40082,89.6234309623431,826.4725945579403
59,287401.0,262181.75,22760.875,354.8915,71.82506307821698,1002.7926827177138
60,287132.5,262167.75,22734.375,353.38147,79.75609756097562,918.1179426537818
61,286863.75,262148.0,22707.975,351.8725,84.87895716945997,911.599126813088
62,286593.25,262096.25,22682.15,350.3623,98.01980198019803,804.3950371557473
63,286378.75,262069.5,22652.025,348.8792,93.36175395858709,877.188449253549
64,286214.0,262065.0,22618.05,347.36874,100.0,764.467229235135
65,286054.5,261955.75000000003,22589.225,345.9804,78.08302808302808,1007.7102131907681
66,285903.75,261676.75000000003,22568.8,344.47162,8.96817743490839,811.0687812265226
67,285833.0,261359.50000000003,22551.025,342.98972,41.055517477724464,594.7447714712509
68,285806.5,261055.75,22530.15,341.51166,0.0,724.122616974788
69,285767.25,260810.0,22501.775,340.00195,94.02985074626866,755.473737483487
70,285730.25,260553.0,22474.65,338.49997,25.073964497041416,858.0328147418551
71,285731.25,260229.24999999997,22455.25,336.99026,63.72372372372372,821.817497671163
72,285731.5,259902.49999999997,22436.35,335.48035,100.0,866.8486426636783
73,285730.25,259570.0,22418.5,333.97083,98.5006247396918,721.4538726227967
74,285730.0,259244.00000000003,22399.45,332.4605,73.07984790874525,680.3138670969101
75,285730.0,258925.25,22379.35,330.9532,79.26250456370938,860.0446902576653
76,285730.0,258648.00000000003,22353.75,329.44373,90.17094017094017,1028.6095520048634
77,285730.0,258366.75000000003,22328.575,327.93387,82.80946837407839,999.0565082762702
78,285730.0,258081.5,22303.85,326.4239,83.30353950661423,1338.7698164682547
79,285733.25,257787.75000000003,22280.3,324.91785,87.02004757050629,1516.439600547816
80,285751.75,257464.25,22261.075,323.41077,87.49351323300468,1107.3829377215566
81,285828.5,257116.75000000003,22248.5,321.90103,98.63907003118798,1057.0497037538792
82,285936.0,256768.50000000003,22239.325,320.3977,84.73772321428571,922.1687168666529
83,286057.75,256430.75,22229.725,318.91113,87.24428399518652,910.7345320672795
84,286162.25,256165.25,22205.0,317.40094,90.34608378870675,1051.9505729894504
85,286317.75,255921.0,22183.0,315.94635,100.0,1062.918339950815
86,286405.25,255639.75,22160.3,314.4589,97.90521978021978,711.0014732355783
87,286541.25,255363.5,22144.0,313.0653,99.46680885097308,1063.4207576461106
88,286791.75,255108.25,22138.8,311.61972,100.0,746.4170283362807
89,286934.75,254827.75,22118.075,310.11197,83.3488084184463,742.35165114126
90,287065.25,254524.25,22099.775,308.60132,94.47312481020346,788.6938793627734
91,287339.75,254316.0,22087.525,307.13855,100.0,920.5565625359278
92,287563.5,254077.5,22069.4,305.643,99.85621854780733,957.8655940772394
93,287837.25,253878.25,22054.9,304.16968,94.83154670750383,1040.8541706493797
94,287999.0,253671.75,22032.475,302.7893,97.06959706959707,1017.8372965314375
95,288129.25,253442.25,22005.65,301.28412,100.0,1199.896967482088
96,288394.5,253282.5,21984.4,299.78195,96.25925925925925,1238.2384083329016
97,288621.75,253047.25,21966.2,298.2847,100.0,1242.7234630506314
98,288873.0,252808.0,21951.85,296.7829,93.12851007598282,1236.0663763665102
99,289120.25,252539.5,21943.05,295.28107,81.71786459886668,1165.1864659835298
100,289337.0,252242.5,21934.7,293.7729,74.54545454545455,1430.1392602043732
101,289605.5,251981.5,21937.35,292.27136,66.42831605291384,1501.6746149800572
102,289883.5,251726.5,21938.775,290.76138,68.07037784828381,1483.9540055378338
103,290155.75,251472.75,21944.375,289.25595,97.29899497487438,1326.1996434334712
104,290455.5,251251.5,21950.5,287.7457,98.42914438502673,1311.2804583685918
105,290723.0,250993.0,21956.2,286.24036,88.39004861309694,1136.1251378532825
106,291016.25,250757.25,21957.925,284.7337,86.44818423383526,985.1366358169856
107,291329.25,250547.5,21959.35,283.22552,83.53541799617102,656.6675778226108
108,291622.75,250313.75,21963.75,281.7144,76.59125188536954,524.2310878983075
109,291918.25,250082.25,21967.575,280.20508,67.42446043165468,649.0630827748481
110,292250.5,249906.75,21969.7,278.69965,68.48965712666478,654.6060010086593
111,292588.75,249740.75,21967.9,277.1908,76.77053824362606,680.2844664545281
112,292907.25,249539.25,21966.875,275.68268,89.55525606469003,857.561824925613
113,293118.0,249237.0,21958.625,274.1723,89.1019786910198,891.346571298459
114,293383.25,249043.5,21940.575,272.6736,98.41827768014059,1084.163833912335
115,293538.0,248858.5,21911.9,271.1748,96.31483166515014,1283.8428310861675
116,293626.25,248671.5,21880.675,269.6768,81.30686517783292,1191.5336342763092
117,293676.5,248483.25,21848.35,268.16705,78.13222376329172,1293.4430865751792
118,293727.0,248295.0,21816.025,266.6572,100.0,1466.5839942015348
119,293704.75,248106.5,21783.625,265.15518,98.00475059382423,1545.2829328179298
120,293662.5,247918.0,21751.2,263.64545,100.0,1393.370948207301
121,293597.5,247702.25,21721.25,262.14624,98.37925445705025,1383.8466636319279
122,293507.0,247455.75,21694.125,260.63614,100.0,1285.4255640763752
123,293458.25,247193.25,21668.125,259.14545,93.55393210141814,1400.8732445655176
124,293480.75,246903.25,21644.05,257.63513,82.8361100348702,1316.8378662868658
125,293516.0,246587.5,21624.775,256.1487,63.07592472420506,1348.8659555487475
126,293569.0,246235.5,21612.2,254.6386,52.03977562468128,1446.905637951465
127,293642.5,245872.0,21605.525,253.13133,46.59161976235147,1209.7804653341982
128,293686.0,245508.25,21597.0,251.62682,75.37496591218981,1097.3905927465335
129,293693.5,245154.0,21585.225,250.13329,98.73577749683943,750.7769388418553
130,293610.25,244856.5,21563.525,248.62318,100.0,947.5072898874279
131,293527.0,244559.0,21541.825,247.11308,100.0,854.6641958651187
132,293497.75,244336.5,21512.65,245.64078,96.3061690784463,1020.5913918245635
133,293362.75,244066.5,21493.525,244.21136,84.77818477818477,1052.4414491656282
134,293217.5,243802.5,21474.475,242.78543,89.9906015037594,991.7644570070897
135,293137.0,243531.25,21449.575,241.2778,42.84051222351572,1074.4304496775403
136,293077.75,243258.75,21424.125,239.76764,91.74946004319654,920.8338910663739
137,293059.75,242990.5,21397.875,238.26463,92.80538302277432,1021.7475088625146
138,293073.75,242725.25,21371.05,236.75461,100.0,833.4202293387061
139,293050.75,242458.25,21344.675,235.25058,100.0,970.0515395934073
140,292997.5,242190.0,21318.675,233.74117,100.0,1045.1327656680508
141,292923.5,241902.0,21295.475,232.23254,100.0,1123.7619747565177
142,292788.25,241607.0,21276.85,230.73586,88.90882986360373,1135.3363606017047
143,292702.75,241258.0,21265.475,229.22827,98.30194504476691,1012.3282411674832
144,292681.25,240897.5,21255.775,227.73251,96.40564826700898,978.9126975992746
145,292692.5,240531.5,21246.875,226.22517,95.56760204081633,1026.099845151821
146,292644.25,240170.5,21236.925,224.71494,84.18560606060606,976.0265438626237
147,292638.75,239806.75,21227.25,223.2092,100.0,1055.658686078226
148,292622.25,239442.75,21219.275,221.7172,83.40727595385981,1010.2397547130988
149,292515.5,239082.0,21216.275,220.20758,95.7680250783699,801.115937029122
150,292567.0,238712.25,21213.35,218.70972,97.6051779935275,1044.4655375914363
151,292591.25,238346.75,21206.25,217.21722,96.49603900060939,874.8553130390213
152,292578.5,237985.0,21195.5,215.70683,100.0,654.5450393258577
153,292656.75,237644.5,21181.4,214.19981,79.83688264612596,626.5785466681857
154,292779.0,237297.25,21177.0,212.71677,87.69438810006761,606.4999484738629
155,292896.0,236943.25,21178.2,211.22467,81.1694290976059,562.0027196018991
156,292896.0,236574.25,21185.95,209.71646,78.85572139303483,539.4945689685806
157,292896.0,236219.75,21198.95,208.20613,100.0,622.1424494606069
158,292896.0,235856.5,21207.0,206.71786,100.0,610.4764461847537
159,292939.0,235491.5,21203.975,205.2428,82.84883720930233,551.0602197930721
160,292970.0,235115.25,21203.275,203.73245,44.25571340333539,690.3329015186835
161,292903.75,234756.75,21198.45,202.26144,12.653975363941768,711.8399978469008
162,292721.25,234440.25,21189.325,200.75517,18.633034987794954,643.3553744458002
163,292595.25,234132.75,21171.4,199.24487,34.33162892622352,770.1276596882718
164,292438.75,233828.5,21156.175,197.74692,69.54874267998622,614.6606636083989
165,292292.75,233504.0,21144.1,196.24387,89.58999709217797,559.3696262306119
166,292246.25,233150.75,21135.375,194.77657,91.96883428228948,663.1507308911785
167,292279.0,232778.25,21130.175,193.26642,82.83055198973042,1006.4849411019626
168,292258.75,232408.0,21123.225,191.75737,99.57225786739994,1129.3859399426904
169,292174.0,232066.5,21109.65,190.24883,79.23497267759562,1454.7003686429389
170,292139.0,231725.0,21094.775,188.7523,83.59055118110236,1014.1112036236957
171,292152.5,231383.0,21078.9,187.24315,75.26236881559221,922.493690506002
172,292149.5,231050.75,21061.0,185.7335,67.30245231607628,1106.6166531208112
173,292121.5,230738.0,21040.675,184.23734,97.92079207920791,1166.560871572919
174,292049.0,230460.75,21016.075,182.72662,100.0,1162.1967814128361
175,291977.5,230229.25,20987.225,181.21965,88.31955922865014,1199.427643131504
176,291988.75,229948.75,20962.825,179.73187,82.63825929283772,1213.9762927582187
177,292013.25,229668.0,20937.8,178.22432,97.87234042553192,920.4881501424316
178,292030.5,229397.0,20911.6,176.71498,99.87722529158994,929.4123348015129
179,291997.0,229128.0,20885.55,175.21115,100.0,816.1486855575066
180,291938.75,228860.0,20859.6,173.70088,89.90476190476191,1177.7686094534615
181,291934.75,228555.25,20837.775,172.20143,80.2405498281787,1056.982792711752
182,291906.5,228244.0,20818.275,170.7279,85.9088528025144,1091.7094040985517
183,291872.0,227926.0,20799.5,169.24432,95.25438221462164,1002.6087758555648
184,291817.5,227592.25,20784.675,167.76736,90.72,929.8840332180957
185,291698.25,227246.75,20775.175,166.25679,81.84405236198064,906.1211140233984
186,291631.25,226915.25,20758.475,164.74805,85.75190169689877,750.9438802328143
187,291514.0,226597.0,20742.325,163.24545,100.0,721.6904841514404
188,291266.5,226364.25,20733.475,161.84111,100.0,580.1925041982403
189,291011.5,226163.0,20720.45,160.44116,83.49924585218703,602.1724833402812
190,290816.5,225917.5,20702.175,158.9896,92.56445047489824,771.006565111068
191,290559.25,225661.25,20694.7,157.50673,91.28724002248454,990.7895696521985
192,290337.75,225403.0,20678.975,156.00749,99.9685336689742,1000.1900145002879
193,290084.25,225140.25,20670.6,154.50916,71.96169088507266,939.223668666485
194,289836.25,224911.5,20653.7,152.99976,92.63256687001407,925.878672952829
195,289743.25,224650.0,20628.375,151.49687,83.80213385063045,908.7345481995283
196,289601.75,224381.0,20606.0,149.98718,95.18295507179249,881.4271065193374
197,289485.0,224107.0,20583.125,148.485,66.63807890222985,1016.3818678717857
198,289421.0,223823.0,20559.075,146.97455,66.81127982646422,926.9103669962457
199,289371.25,223520.0,20537.275,145.46825,67.44493392070484,745.7111603824817
200,289332.25,223203.5,20517.1,143.95883,16.765285996055226,835.8816115436867
201,289317.5,222909.0,20493.55,142.44936,0.0,751.4600787842238
202,289314.0,222636.5,20467.525,140.94205,0.0,593.4752694112519
203,289314.0,222362.25,20441.575,139.4318,18.00834824090638,703.7819028343247
204,289314.5,222090.25,20415.45,137.92323,85.8040859088528,1009.6242790210858
205,289317.75,221847.0,20386.575,136.41296,93.7528921795465,1179.7262334717936
206,289299.5,221601.25,20358.375,134.91496,74.2224316682375,1179.2306363955022
207,289196.75,221395.5,20328.425,133.40451,82.13783403656821,1069.4737939563115
208,289094.0,221190.0,20298.5,131.8954,97.43169398907104,730.2631126043085
209,289097.5,220950.25,20269.625,130.3941,94.27692307692308,817.1748690857903
210,289115.0,220706.0,20240.875,128.8835,92.5207756232687,964.8758848541587
211,289116.75,220453.0,20213.0,127.3777,100.0,1034.857628162876
212,289092.0,220185.5,20186.475,125.86759,100.0,971.4907778764567
213,289121.25,219871.75,20166.375,124.37256,96.16626311541566,972.6897711363542
214,289183.0,219542.0,20149.35,122.86772,100.0,803.1493940671692
215,289288.5,219208.5,20135.175,121.35804,97.31252709146078,902.4434609190708
216,289350.25,218882.5,20118.125,119.865875,100.0,877.5957141230696
217,289476.75,218575.25,20100.2,118.35572,90.5329854640328,1026.622622404128
218,289544.75,218217.0,20090.475,116.84615,82.83416528008874,776.4270295946814
219,289609.5,217880.25,20075.65,115.35178,79.10501623962467,836.6611849134304
220,289672.25,217562.25,20056.275,113.841286,80.19639934533551,729.7581142265586
221,289711.25,217209.0,20044.4,112.342445,89.34240362811792,827.0121313893101
222,289759.25,216856.75,20032.05,110.83707,94.41813261163735,817.9073819054279
223,289814.75,216515.25,20017.125,109.329865,89.15969443433977,890.0258701810154
224,289821.25,216192.0,19997.625,107.81959,92.00657894736842,744.4783709234014
225,289824.0,215878.25,19976.675,106.310486,91.46268656716417,539.8574183803199
226,289934.5,215573.5,19961.75,104.882996,84.03160162796264,569.1720529693948
227,290091.75,215269.5,19947.425,103.39887,57.870370370370374,544.4888999665934
228,290089.5,214931.75,19932.975,101.9294,25.20912547528517,546.5547561099404
229,289988.25,214588.25,19920.975,100.41867,3.9893617021276597,596.185830979364
230,289867.5,214244.25,19911.225,98.909096,1.1108690917011543,516.8366961906586
231,289719.75,213903.5,19906.925,97.41356,2.5940996948118005,566.1999430798044
232,289639.5,213534.75,19906.225,95.90378,16.847710330138447,526.0476171011244
233,289644.75,213178.25,19914.7,94.43789,37.05379587732529,568.3602791905827
234,289694.25,212821.75,19922.7,92.96307,61.10355546920536,531.6253415964301
235,289742.5,212450.0,19918.3,91.45331,58.220541401273884,420.365311834933
236,289791.0,212084.0,19925.5,89.94869,51.83282745738968,384.50096452621125
237,289816.25,211713.0,19931.425,88.4425,74.57908465733935,173.18222513461228
238,289823.5,211338.0,19935.675,86.93261,70.31015507753877,146.80948350644223
239,289622.0,211038.5,19927.35,85.45081,55.047714716223005,429.5153430107346
240,289374.25,210760.5,19924.65,83.9574,35.63342318059299,527.6481048076494
241,289231.75,210439.75,19916.75,82.51836,26.06779661016949,575.6454005456093
242,289128.75,210135.0,19897.7,81.02291,0.0,836.2223750544831
243,289015.75,209848.5,19875.9,79.5136,62.30558096980787,968.1232394587616
244,288951.75,209543.25,19854.625,78.00345,86.07833883907503,1053.9843568247268
245,288894.25,209239.25,19833.075,76.49527,90.29511918274687,987.3334421447105
246,288880.75,208944.0,19809.6,74.98551,78.7598492634464,1011.8844558286069
247,288880.0,208613.25,19791.725,73.48166,71.3645761543763,1092.0767933341017
248,288867.75,208268.0,19777.225,71.983,78.7897888433659,776.6215656477908
249,288806.5,207903.5,19769.575,70.47323,71.66018158236056,812.6980329690166
250,288683.5,207561.5,19777.675,68.98378,31.833084947839048,780.042288603158
251,288563.75,207209.5,19782.225,67.485435,23.736751294059648,665.1068106004404
252,288493.0,206838.75,19782.925,65.97542,0.0,502.7220927817449
253,288278.0,206534.25,19782.825,64.4844,0.0,561.922188812373
254,288045.0,206245.5,19779.725,62.9951,0.0,602.9604513038486
255,287992.5,205892.75,19792.125,61.484787,3.6111111111111107,597.8872085865542
256,287974.5,205538.0,19804.6,59.97888,43.67708819412039,643.2764991538637
257,287961.25,205183.25,19816.825,58.47705,74.06168710516536,754.6504045301675
258,287862.0,204835.25,19827.6,56.96674,54.96657115568291,861.532215045904
259,287760.0,204522.75,19845.425,55.470966,90.49984476870537,770.6948604431719
260,287617.25,204198.75,19857.575,53.973686,91.80924645067347,948.3148907134124
261,287541.25,203846.5,19846.35,52.46395,95.36541889483065,781.9917419418057
262,287438.25,203512.75,19832.45,50.960255,98.58218874612317,990.7696941530459
263,287300.75,203197.25,19817.225,49.45492,92.52895031751962,860.4822811432506
264,287126.0,202882.25,19806.4,47.950367,96.27107652399481,874.3065163116228
265,286908.25,202608.0,19795.7,46.485706,97.41774260724698,856.5864288001201
266,286617.25,202423.0,19780.925,44.985115,96.56398104265402,841.1135961748604
267,286343.25,202263.0,19761.675,43.50062,74.36940602115541,883.948632393452
268,286101.25,202014.25,19750.575,42.043163,89.46949602122017,834.292767821869
269,285986.5,201666.0,19741.6,40.53319,70.30527289546717,822.5799736643515
270,285942.0,201295.75,19737.6,39.032974,44.76510067114094,591.5181283764108
271,286020.25,200934.75,19732.175,37.53959,10.861670518322878,562.4731191236527
272,286139.0,200585.0,19725.45,36.03786,0.0,585.2649763837587
273,286322.75,200313.75,19708.425,34.56097,0.0,597.6434433550651
274,286490.75,200079.25,19684.075,33.05097,44.236176194939084,628.5176656965821
275,286651.5,199849.5,19658.8,31.540958,0.0,668.4742334539433
276,286775.25,199607.75,19633.075,30.044645,0.0,680.0548342590054
277,286916.75,199309.5,19617.2,28.57944,0.0,537.6933563315133
278,287072.75,198984.0,19606.7,27.075785,0.5572065378900446,586.395322545545
279,287212.25,198647.25,19599.0,25.585604,1.9346653980336188,819.071317073299
280,287444.75,198354.5,19595.975,24.085342,1.5633724176437744,938.7625461152768
281,287667.0,198064.25,19586.65,22.576246,1.4981273408239701,973.9362913631372
282,287893.5,197781.25,19576.425,21.069746,4.041641151255358,973.9406919093229
283,288086.5,197469.25,19567.95,19.563622,7.9452054794520555,1034.564131451134
284,288299.0,197167.25,19563.025,18.073463,9.325458501709667,988.1706207922499
285,288543.5,196889.75,19560.175,16.589691,9.94718309859155,1287.4913177451494
286,288705.0,196553.0,19557.75,15.092649,4.19336051252184,1152.0332215774856
287,288632.5,196187.5,19551.7,13.582647,0.0,1399.8637643420984
288,288537.5,195825.0,19549.0,12.079796,0.0,1323.7288331822656
289,288424.25,195465.0,19549.0,10.570224,0.0,1181.5642789297217
290,288311.0,195104.75,19549.0,9.059697,0.0,421.40537377574856
291,288198.0,194744.75,19549.0,7.550424,0.0,269.5570652785107
292,287632.0,192944.0,19549.0,0.0,1.8002571795970854,13.094521036591036
